StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consenso,sesso,eta_1,coinqui,citta,etnia_1,regione,tit_studio,lavoro,altezza_1,peso_1,ora_letto,ore_di_sonno,imp_sonno_1,fumo,fumo_inizio,fumo_oggetto,fumo_oggetto_4_TEXT,droghe,droghe_tipo,droghe_freq,alcol_sino,alcol_quant_1,alcol_quant_2,alcol_quant_3,alcol_quant_4,sport_imp_1,sport,sport_freq_1,sport_impegno_1,sport_dieta,scuola_dist,scuola_mezzo,bici,bici_freq,passeggiata_freq,app_passi,veg,integratori,integratori_freq,integratori_why,valori_nut,valori_nut_quali,spes,qualita_economicita_1,salto_pasti,salto_pasti_quali,acqua_quanta,bibite_freq,alimentaz_imp_1,peso_cibo,so_cucinare,cucino_io,abitudini_cambio,abitudini_why_cambio,abitudini_anni_cambi,giorno_cibi_1,giorno_cibi_2,giorno_cibi_3,giorno_cibi_4,giorno_cibi_5,giorno_cibi_6,giorno_cibi_7,pausa_mattina_cibi_1,pausa_mattina_cibi_2,pausa_mattina_cibi_3,pausa_mattina_cibi_4,pausa_pome_cibi_1,pausa_pome_cibi_2,pausa_pome_cibi_3,pausa_pome_cibi_4,fast_food_freq_1,surgelati_freq_1,asporto_freq_1
2019-11-19 15:09:44,2019-11-19 15:16:47,IP Address,211.36.140.42,100,422,True,2019-11-19 15:16:49,R_1fdg6nL9wZe71dd,,,,,37.5984954833984375,126.978302001953125,anonymous,EN-GB,Sì,Maschio,21,Da solo,"Paese ",Stati Uniti d'America,,Maturità,Lavoratore a tempo pieno,127,90,Tra le 23 e l'1,6-7 ore,87,Sì,Dopo i 18 anni,Sigaretta,,No,,,No,2,7,2,1,70,Sì,7,69,No,Meno di 1 km,piedi,No,,Spesso,No,Altro,No,,,A volte,,Io,22,Sì,Colazione,Tra 1 e 2 litri,A volte,81,No,Sì,Raramente,No,,,6,14,3,8,11,1,2,3,3,4,4,1,3,6,7,10,2,6
2019-11-19 15:10:37,2019-11-19 15:17:45,IP Address,76.16.238.136,100,427,True,2019-11-19 15:17:46,R_3COY2PiePlTru9U,,,,,41.9214935302734375,-87.64459991455078125,anonymous,EN-GB,Sì,Femmina,28,Da solo,"Metropoli  ",Stati Uniti d'America,,Laurea magistrale,"Studente,Lavoratore part time",206,60,Tra le 23 e l'1,7-8 ore,63,Sì,Prima dei 18 anni,Sigaretta elettronica,,Sì,Pesanti,Abitualmente,No,14,10,10,2,100,Sì,5,81,No,Più di 5 km,metro,Sì,Spesso,A volte,Sì,Altro,No,,,Sì,"Calorie, grassi, zuccheri",Io,16,Sì,Colazione,Più di 2 litri,Raramente,76,No,Sì,Quasi sempre,Sì,"Quando ho finito le superiori,Per la mia forma fisica,Per lo sport",19,14,3,5,5,3,5,3,4,4,0,5,4,4,0,5,0,0,2
2019-11-19 15:11:56,2019-11-19 15:19:34,IP Address,65.188.163.112,100,458,True,2019-11-19 15:19:35,R_2AXVa9BGBJdeJG8,,,,,36.068206787109375,-80.2928009033203125,anonymous,EN-GB,Sì,Femmina,22,Con un partner,Citta,Isole Minori degli Stati Uniti d'America,,Maturità,Disoccupato,186,50,Dopo l'1,9-10 ore,86,No,,,,No,,,No,,5,,,,Sì,3,51,No,Meno di 1 km,auto,No,,Raramente,No,No,Sì,Occasionalmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,22,Sì,"Colazione,Pranzo",Tra 1 e 2 litri,Quasi mai,82,No,Sì,A volte,Sì,Per la mia forma fisica,17,,10,2,,10,2,,0,0,0,0,0,0,4,4,4,10,3
2019-11-19 15:14:15,2019-11-19 15:20:22,IP Address,67.184.181.31,100,366,True,2019-11-19 15:20:23,R_2bP33o4nXIQ9s1n,,,,,41.9409027099609375,-87.6531982421875,anonymous,EN-GB,Sì,Femmina,27,Con un partner,"Metropoli  ",India,,Laurea triennale,Disoccupato,200,54,Tra le 23 e l'1,7-8 ore,78,No,,,,No,,,Sì,,,,,92,Sì,5,47,No,Meno di 1 km,,No,,A volte,Sì,Vegetariano,No,,,A volte,,Io,,Sì,Colazione,Tra 1 e 2 litri,Raramente,70,No,Sì,Quasi sempre,Sì,Per la mia forma fisica,23,14,14,7,,,,,2,,2,,2,,,3,0,0,2
2019-11-19 15:10:28,2019-11-19 15:20:39,IP Address,170.10.247.23,100,611,True,2019-11-19 15:20:40,R_2VsF3DgYhD02jWU,,,,,44.72320556640625,-63.65599822998046875,anonymous,EN-GB,Sì,Femmina,29,Con un partner,Citta,Canada,,Maturità,Lavoratore a tempo pieno,121,67,Tra le 23 e l'1,6-7 ore,79,No,,,,No,,,No,2,2,,,91,Sì,3,,No,Più di 5 km,auto,No,,A volte,No,,Sì,Abitualmente,Necessità mediche,Sì,"Calorie, grassi, zuccheri",Io,19,Sì,Colazione,Tra 1 e 2 litri,Raramente,100,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori",21,13,10,5,8,9,2,2,2,1,1,3,5,1,2,2,2,10,2
2019-11-19 14:19:42,2019-11-19 15:21:15,IP Address,77.173.35.119,100,3693,True,2019-11-19 15:21:16,R_3ilExDDrl5ewHMV,,,,,53.225799560546875,6.5341949462890625,anonymous,EN-GB,Sì,Femmina,32,Coinquilini,Citta,Paesi Bassi,,Laurea magistrale,Disoccupato,182,56,Tra le 23 e l'1,7-8 ore,94,No,,,,No,,,No,,,,,93,Sì,4,93,No,Tra 1 e 5 km,bici,Sì,Quasi sempre,Spesso,Sì,Vegetariano,Sì,Occasionalmente,Scelte personali,A volte,,Io,66,No,,Tra 1 e 2 litri,A volte,92,No,Sì,Quasi sempre,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",21,7,10,6,7,,,2,0,0,0,0,0,2,2,2,2,0,0
2019-11-19 15:12:31,2019-11-19 15:23:15,IP Address,73.123.105.150,100,644,True,2019-11-19 15:23:15,R_2CpLJO6CABrCJNQ,,,,,42.96209716796875,-71.44899749755859375,anonymous,EN-GB,Sì,Maschio,39,Con un partner,Citta,Stati Uniti d'America,,Laurea triennale,Lavoratore a tempo pieno,117,80,Tra le 23 e l'1,6-7 ore,76,No,,,,Sì,Leggere,Occasionalmente,No,2,,,,87,Sì,3,36,No,Meno di 1 km,piedi,Sì,A volte,Quasi sempre,Sì,No,No,,,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,70,No,,Tra 1 e 2 litri,A volte,67,No,Sì,Spesso,Sì,"Quando ho finito le superiori,Per la mia forma fisica,Per lo sport",20,7,9,3,4,6,,5,3,1,3,2,2,1,4,2,8,5,4
2019-11-19 15:20:30,2019-11-19 15:24:26,IP Address,128.107.241.184,100,235,True,2019-11-19 15:24:26,R_O1JnFtPWf1ZejNT,,,,,37.33880615234375,-121.8914031982421875,anonymous,EN-GB,Sì,Maschio,24,Da solo,"Metropoli  ",Stati Uniti d'America,,Laurea triennale,Lavoratore a tempo pieno,97,59,Tra le 23 e l'1,7-8 ore,87,No,,,,No,,,Sì,,,,,77,Sì,2,33,No,Più di 5 km,auto,No,,A volte,Sì,Altro,No,,,A volte,,Io,18,Sì,Colazione,Più di 2 litri,Raramente,66,No,Sì,Spesso,No,,,4,7,2,5,5,0,7,7,0,3,3,0,0,3,0,4,4,2
2019-11-19 15:19:14,2019-11-19 15:24:54,IP Address,104.232.207.12,100,339,True,2019-11-19 15:24:54,R_2R3vNLdSZ3gUWtJ,,,,,45.414703369140625,-75.70269775390625,anonymous,EN-GB,Sì,Femmina,27,Con un partner,"Metropoli  ",Canada,,Laurea magistrale,Lavoratore a tempo pieno,206,77,Prima delle 23,7-8 ore,74,No,,,,No,,,No,7,,,,71,Sì,3,63,No,Meno di 1 km,piedi,No,,Spesso,Sì,No,No,,,Sì,Allergeni,Io,60,No,,Tra 1 e 2 litri,Quasi mai,62,No,Sì,Spesso,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",23,14,14,2,1,14,2,7,0,0,1,0,0,0,3,0,4,0,4
2019-11-19 15:13:12,2019-11-19 15:25:22,IP Address,99.235.125.210,100,730,True,2019-11-19 15:25:23,R_1pQLwLFpYfA4q0Q,,,,,43.7626953125,-79.76059722900390625,anonymous,EN-GB,Sì,Femmina,21,Genitori/genitore,Citta,Pakistan,,Laurea triennale,Studente,97,68,Prima delle 23,8-9 ore,100,No,,,,No,,,Sì,,,,,100,Sì,5,79,Sì,Più di 5 km,auto,No,,A volte,Sì,Semi-vegetariano (mangi il pesce),Sì,Abitualmente,Necessità mediche,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,60,Sì,Cena,Tra 1 e 2 litri,Quasi mai,100,Sì,Sì,Spesso,Sì,Per la mia forma fisica,18,7,14,2,2,5,0,6,5,5,0,,3,0,4,,4,0,0
2019-11-19 15:20:51,2019-11-19 15:26:34,IP Address,80.187.101.48,100,343,True,2019-11-19 15:26:35,R_5neCjY0dK2Tcy09,,,,,51.2993011474609375,9.490997314453125,anonymous,EN-GB,Sì,Maschio,26,Con un partner,Citta,Germania,,Laurea magistrale,Lavoratore a tempo pieno,131,95,Tra le 23 e l'1,7-8 ore,83,No,,,,No,,,No,3,0,,1,92,Sì,3,64,No,Più di 5 km,auto,Sì,A volte,A volte,No,No,No,,,Sì,"Calorie, grassi, zuccheri",Io,65,Sì,Colazione,Più di 2 litri,Quasi mai,64,No,Sì,Spesso,Sì,Per la mia forma fisica,16,5,10,5,2,4,1,1,2,0,0,0,2,1,2,1,4,7,0
2019-11-19 15:20:40,2019-11-19 15:27:21,IP Address,107.77.209.43,100,400,True,2019-11-19 15:27:21,R_wT7zafby0Kst4Ot,,,,,41.9208984375,-87.7042999267578125,anonymous,EN-GB,Sì,Femmina,21,Coinquilini,"Paese ",Stati Uniti d'America,,Laurea triennale,"Studente,Lavoratore part time",113,75,Tra le 23 e l'1,4-6 ore,100,No,,,,No,,,No,,1,,,93,No,,,,Tra 1 e 5 km,auto,No,,Raramente,Sì,No,No,,,Sì,"Calorie, grassi, zuccheri",Genitori,0,Sì,"Colazione,Pranzo",Meno di 1 litro,Raramente,100,No,Sì,A volte,Sì,Quando ho finito le superiori,19,5,5,3,2,7,1,1,7,2,2,2,7,2,2,2,2,1,0
2019-11-19 15:21:30,2019-11-19 15:27:56,IP Address,204.228.71.13,100,385,True,2019-11-19 15:27:56,R_RfRnnqsvLzjPxXr,,,,,39.7277069091796875,-104.98149871826171875,anonymous,EN-GB,Sì,Maschio,27,Con un partner,Citta,Stati Uniti d'America,,Laurea magistrale,Lavoratore a tempo pieno,137,75,Prima delle 23,6-7 ore,100,No,,,,Sì,Leggere,Occasionalmente,Sì,,,,,87,Sì,7,100,No,Meno di 1 km,auto,Sì,A volte,Quasi sempre,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,69,No,,Tra 1 e 2 litri,Raramente,100,No,Sì,Quasi sempre,Sì,Quando ho finito le superiori,21,11,13,6,3,3,1,4,1,3,2,3,2,4,2,3,1,1,1
2019-11-19 15:22:25,2019-11-19 15:28:58,IP Address,76.244.39.128,100,393,True,2019-11-19 15:28:59,R_1lsGVyL5NlyCvww,,,,,37.3773040771484375,-122.01940155029296875,anonymous,EN-GB,Sì,Femmina,29,Con un partner,Citta,Stati Uniti d'America,,Laurea triennale,Lavoratore a tempo pieno,111,56,Prima delle 23,7-8 ore,100,No,,,,No,,,No,8,,1,,87,Sì,4,69,No,Meno di 1 km,"auto,bici",Sì,Spesso,A volte,Sì,No,No,,,A volte,,Io,82,No,,Tra 1 e 2 litri,Quasi mai,78,Sì,Sì,Spesso,Sì,Quando ho finito le superiori,23,11,14,4,8,6,3,5,3,0,4,6,6,1,6,6,3,0,2
2019-11-19 12:57:52,2019-11-19 15:29:16,IP Address,174.254.65.86,100,9084,True,2019-11-19 15:29:16,R_1X68vpCOxWb9MGd,,,,,39.9232940673828125,-75.23130035400390625,anonymous,EN-GB,Sì,Femmina,40,Con un partner,"Paese ",Stati Uniti d'America,,Laurea triennale,Lavoratore a tempo pieno,95,56,Prima delle 23,7-8 ore,100,Occasionalmente,,,,Sì,Leggere,Abitualmente,No,1,0,0,0,100,Sì,5,70,No,Più di 5 km,auto,No,,A volte,Sì,Vegetariano,Sì,Occasionalmente,Scelte personali,A volte,,Io,19,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,100,No,Sì,Quasi sempre,Sì,"Per necessità mediche,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",34,12,10,10,6,0,0,4,0,0,0,0,1,1,1,0,2,10,8
2019-11-19 15:25:55,2019-11-19 15:30:33,IP Address,82.29.231.119,100,278,True,2019-11-19 15:30:33,R_VQrjeKbLCSSnLbj,,,,,53.4141998291015625,-2.227996826171875,anonymous,EN-GB,Sì,Femmina,35,Con un partner,"Paese ",Ghana,,Laurea triennale,Disoccupato,117,88,Tra le 23 e l'1,4-6 ore,97,No,,,,No,,,Sì,,,,,95,No,,,,Più di 5 km,auto,No,,Spesso,Sì,No,Sì,Abitualmente,Scelte personali,A volte,,Io,75,Sì,"Colazione,Cena",Tra 1 e 2 litri,Quasi mai,49,No,Sì,A volte,Sì,"Per necessità mediche,Quando sono andato a vivere da solo,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",27,13,14,6,0,3,2,1,3,,2,,2,,6,,6,0,3
2019-11-19 15:24:50,2019-11-19 15:34:49,IP Address,1.127.109.215,100,599,True,2019-11-19 15:34:50,R_3RxafHSRaYwsIyy,,,,,-31.9674072265625,115.862091064453125,anonymous,EN-GB,Sì,Maschio,21,Coinquilini,"Metropoli  ",Eire,,Maturità,Lavoratore a tempo pieno,210,74,Prima delle 23,7-8 ore,100,No,,,,No,,,No,11,,6,,84,Sì,3,49,No,Più di 5 km,auto,No,,Quasi mai,No,Altro,No,,,No,,Io,73,No,,Più di 2 litri,A volte,78,No,Sì,Spesso,Sì,Quando sono andato a vivere da solo,19,12,12,8,4,14,4,10,2,0,0,0,5,4,7,7,2,0,4
2019-11-19 15:31:00,2019-11-19 15:37:13,IP Address,99.247.25.128,100,372,True,2019-11-19 15:37:13,R_25MkDt1vzezZ3I9,,,,,43.56390380859375,-79.71720123291015625,anonymous,EN-GB,Sì,Maschio,29,Da solo,"Metropoli  ",Canada,,Laurea magistrale,Studente,117,80,Tra le 23 e l'1,4-6 ore,61,No,,,,No,,,No,1,1,,,89,Sì,3,63,No,Più di 5 km,metro,Sì,A volte,Raramente,No,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,62,Sì,Colazione,Tra 1 e 2 litri,Raramente,81,No,Sì,A volte,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",27,9,2,5,4,9,2,1,0,2,5,,0,2,5,,8,8,8
2019-11-19 15:29:54,2019-11-19 15:38:21,IP Address,109.77.4.123,100,506,True,2019-11-19 15:38:22,R_szjVKb7ISiYJvlT,,,,,53.3592071533203125,-6.43890380859375,anonymous,EN-GB,Sì,Femmina,19,Genitori/genitore,"Paese ",Eire,,Maturità,Studente,202,52,Tra le 23 e l'1,6-7 ore,83,No,,,,No,,,No,,,4,,100,Sì,4,69,Sì,Meno di 1 km,piedi,Sì,Quasi mai,Quasi sempre,Sì,No,No,,,Sì,"Calorie, grassi, zuccheri",Genitori,31,Sì,Colazione,Meno di 1 litro,Quasi mai,72,No,Sì,Quasi sempre,Sì,Per la mia forma fisica,15,10,14,3,1,6,2,2,,,,,5,,,6,4,0,4
2019-11-19 15:28:04,2019-11-19 15:38:55,IP Address,176.200.152.195,100,651,True,2019-11-19 15:39:07,R_26gXhe6upWIHw1t,,,,,45.470703125,9.18890380859375,anonymous,IT,Sì,Femmina,69,Con un partner,"Paese ",Italia,Sud,Maturità,,196,55,Tra le 23 e l'1,7-8 ore,100,No,,,,No,,,Sì,,,,,100,Sì,5,82,No,Più di 5 km,auto,Sì,Raramente,Quasi sempre,No,Altro,No,,,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti,Allergeni",Io,86,No,,Tra 1 e 2 litri,Quasi mai,100,No,Sì,Quasi sempre,Sì,Per necessità mediche,50,14,1,6,1,0,0,0,7,7,0,0,7,,,,0,0,2
2019-11-19 15:31:06,2019-11-19 15:38:56,IP Address,213.112.61.134,100,470,True,2019-11-19 15:39:07,R_1M3YUrIJ2c3Cu6G,,,,,59.266693115234375,18.11669921875,anonymous,EN-GB,Sì,Maschio,30,Da solo,"Metropoli  ",Svezia,,Maturità,Disoccupato,111,72,Prima delle 23,7-8 ore,100,No,,,,No,,,No,1,0,0,0,94,No,,,,Più di 5 km,"metro,piedi",Sì,Raramente,Spesso,No,No,Sì,Abitualmente,Scelte personali,A volte,,Io,88,No,,Meno di 1 litro,Quasi mai,100,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori,Per la mia forma fisica","Every age, always changing",6,7,3,0,7,1,0,1,0,0,0,2,0,0,1,0,0,0
2019-11-19 15:32:03,2019-11-19 15:39:12,IP Address,24.181.168.86,100,429,True,2019-11-19 15:39:12,R_d45tNVU6VxtpHvb,,,,,44.781402587890625,-91.486602783203125,anonymous,EN-GB,Sì,Femmina,31,Con un partner,"Paese ",Stati Uniti d'America,,Laurea triennale,Lavoratore a tempo pieno,95,95,Prima delle 23,4-6 ore,96,Occasionalmente,,,,No,,,No,5,,,,95,No,,,,Tra 1 e 5 km,auto,No,,Quasi mai,Sì,No,Sì,Abitualmente,Necessità mediche,No,,Io,100,Sì,"Colazione,Pranzo",Tra 1 e 2 litri,A volte,92,No,Sì,Spesso,Sì,Quando sono andato a vivere da solo,28,3,11,1,2,9,,,0,3,1,0,0,3,3,3,12,1,5
2019-11-19 13:00:18,2019-11-19 15:39:32,IP Address,173.179.7.31,100,9554,True,2019-11-19 15:39:32,R_3OrdcEE5Cyh335o,,,,,45.5211944580078125,-73.552398681640625,anonymous,EN-GB,Sì,Femmina,31,Da solo,"Metropoli  ",Canada,,Maturità,Lavoratore a tempo pieno,,111,Prima delle 23,6-7 ore,100,Occasionalmente,,,,No,,,No,,1,,1,80,No,,,,Tra 1 e 5 km,metro,No,,Quasi mai,Sì,No,No,,,No,,Io,34,No,,Meno di 1 litro,Spesso,100,No,Sì,A volte,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori",18,5,14,,12,10,0,4,5,5,7,0,5,0,7,0,12,0,8
2019-11-19 15:31:10,2019-11-19 15:39:36,IP Address,65.210.5.236,100,505,True,2019-11-19 15:39:36,R_2waTX5xFVB6UF3S,,,,,39.95440673828125,-75.16570281982421875,anonymous,EN-GB,Sì,Femmina,22,Genitori/genitore,"Paese ",Stati Uniti d'America,,Laurea triennale,Lavoratore a tempo pieno,210,57,Prima delle 23,7-8 ore,100,No,,,,Sì,Leggere,Occasionalmente,No,,2,,,100,Sì,6,100,No,Più di 5 km,"auto,piedi",Sì,A volte,Quasi sempre,Sì,Vegano,Sì,Abitualmente,Necessità mediche,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,100,Sì,Cena,Tra 1 e 2 litri,A volte,100,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",19,14,14,8,3,,,1,0,2,2,3,0,2,2,3,5,0,0
2019-11-19 15:35:22,2019-11-19 15:41:12,IP Address,174.219.137.187,100,349,True,2019-11-19 15:41:12,R_1mXJLxtKMEWZcsw,,,,,44.83489990234375,-93.281402587890625,anonymous,EN-GB,Sì,Femmina,31,Con un partner,"Paese ",Stati Uniti d'America,,Laurea magistrale,Lavoratore a tempo pieno,,,Prima delle 23,7-8 ore,100,No,,,,No,,,No,,,,2,71,No,,,,Meno di 1 km,piedi,No,,Quasi sempre,No,No,No,,,No,,Io,69,No,,Tra 1 e 2 litri,Spesso,100,No,Sì,A volte,Sì,"Per necessità mediche,Quando sono andato a vivere da solo,Quando ho finito le superiori","18, 30",7,14,0,14,14,,7,0,0,2,2,0,0,3,4,6,20,4
2019-11-19 15:34:35,2019-11-19 15:41:53,IP Address,91.47.86.107,100,437,True,2019-11-19 15:41:53,R_1g7M3oHOJO8T3oz,,,,,53.1156005859375,8.2158966064453125,anonymous,EN-GB,Sì,Maschio,24,Coinquilini,Citta,Germania,,Laurea triennale,Studente,121,80,Tra le 23 e l'1,6-7 ore,100,No,,,,No,,,No,14,0,3,,100,Sì,3,73,No,Tra 1 e 5 km,bici,Sì,Quasi sempre,Raramente,Sì,No,No,,,No,,Io,15,Sì,Colazione,Tra 1 e 2 litri,Raramente,100,No,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",19,7,14,2,,7,,14,1,0,2,2,3,1,1,3,4,6,5
2019-11-19 15:36:02,2019-11-19 15:45:31,IP Address,87.0.63.148,100,569,True,2019-11-19 15:45:31,R_3lRK9rb0fjjdLCH,,,,,45.470703125,9.18890380859375,anonymous,IT,Sì,Femmina,34,Con un partner,"Paese ",Italia,Nord,Laurea magistrale,Lavoratore a tempo pieno,101,90,Tra le 23 e l'1,6-7 ore,77,No,,,,No,,,No,5,,,,22,No,,,,Più di 5 km,auto,No,,Raramente,Sì,No,No,,,A volte,,Io,61,Sì,Pranzo,Tra 1 e 2 litri,Raramente,79,No,Sì,Quasi sempre,No,,,7,12,4,3,4,,1,0,0,1,0,0,0,0,0,0,5,3
2019-11-19 15:38:52,2019-11-19 15:46:26,IP Address,201.5.23.31,100,453,True,2019-11-19 15:46:27,R_RUC1RNowiYMUdc5,,,,,-22.92010498046875,-43.3307037353515625,anonymous,EN-GB,Sì,Femmina,27,Con un partner,Citta,Brasile,,Laurea triennale,Studente,196,52,Tra le 23 e l'1,7-8 ore,68,Sì,Prima dei 18 anni,Tabacco da rollare,,Sì,Leggere,Occasionalmente,No,2,,0,,78,Sì,3,39,No,Meno di 1 km,"bici,piedi",Sì,Quasi sempre,Spesso,No,No,No,,,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,64,Sì,Colazione,Più di 2 litri,A volte,88,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",Around 22,8,12,12,4,7,,4,0,0,1,1,2,1,3,2,0,0,6
2019-11-19 15:43:52,2019-11-19 15:47:58,IP Address,49.255.77.30,100,246,True,2019-11-19 15:47:59,R_2U2QDSqVbuDuD4Y,,,,,-37.8159027099609375,144.966888427734375,anonymous,EN-GB,Sì,Femmina,34,Con un partner,"Metropoli  ",Australia,,Laurea triennale,Lavoratore a tempo pieno,95,88,Prima delle 23,8-9 ore,80,No,,,,No,,,No,1,5,1,1,92,Sì,7,72,No,Più di 5 km,"metro,piedi",No,,Quasi sempre,Sì,No,No,,,A volte,,Io,92,No,,Tra 1 e 2 litri,Quasi mai,83,No,Sì,Quasi sempre,No,,,11,11,4,8,5,4,2,3,2,1,1,5,2,3,3,2,0,4
2019-11-19 15:42:59,2019-11-19 15:51:17,IP Address,72.33.0.112,100,498,True,2019-11-19 15:51:18,R_O8ON8oISucHhpIJ,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN-GB,Sì,Femmina,24,Da solo,Citta,Stati Uniti d'America,,Laurea magistrale,Studente,97,56,Tra le 23 e l'1,7-8 ore,91,No,,,,No,,,No,1,,,,72,Sì,5,60,No,Tra 1 e 5 km,"metro,bici,piedi",Sì,Quasi sempre,Spesso,Sì,No,Sì,Occasionalmente,Necessità mediche,Sì,"Calorie, grassi, zuccheri",Io,4,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,67,No,Sì,Quasi sempre,Sì,Quando sono andato a vivere da solo,23,8,10,5,5,0,,7,0,0,0,0,3,2,2,1,0,0,0
2019-11-19 15:41:23,2019-11-19 15:52:26,IP Address,107.77.205.151,100,662,True,2019-11-19 15:52:26,R_1q1VYzA493jBuWp,,,,,45.507293701171875,-122.692901611328125,anonymous,EN-GB,Sì,Femmina,35,Con un partner,"Metropoli  ",Stati Uniti d'America,,Dottorato,Lavoratore a tempo pieno,208,55,Prima delle 23,6-7 ore,86,No,,,,Sì,Leggere,Occasionalmente,Sì,,,,,71,Sì,2,,No,Più di 5 km,auto,Sì,Quasi mai,Raramente,Sì,Vegano,Sì,Abitualmente,Necessità mediche,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,68,No,,Tra 1 e 2 litri,Quasi mai,100,Sì,Sì,Quasi sempre,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",23,14,14,14,,,,,1,1,0,0,1,1,,,0,4,3
2019-11-19 15:47:12,2019-11-19 15:52:52,IP Address,174.118.209.75,100,340,True,2019-11-19 15:52:53,R_1gRUIVUtGLr2NTa,,,,,45.9019927978515625,-66.7057037353515625,anonymous,EN-GB,Sì,Femmina,31,Con un partner,Citta,Romania,,Laurea triennale,Lavoratore a tempo pieno,208,58,Prima delle 23,7-8 ore,100,No,,,,No,,,No,1,,,,100,Sì,7,61,No,Più di 5 km,auto,No,,Quasi sempre,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,10,No,,Tra 1 e 2 litri,Quasi mai,86,No,Sì,Spesso,Sì,Quando sono andato a vivere da solo,23,14,14,5,9,1,,2,0,1,5,5,5,4,4,5,2,0,0
2019-11-19 15:34:04,2019-11-19 15:55:21,IP Address,80.7.0.102,100,1277,True,2019-11-19 15:55:21,R_Rbj2kLFuL5fp14t,,,,,54.5829010009765625,-5.9326019287109375,anonymous,EN-GB,Sì,Maschio,23,Coinquilini,Citta,Isole Marianne Settentrionali,,Laurea magistrale,Lavoratore a tempo pieno,153,74,Tra le 23 e l'1,7-8 ore,79,No,,,,No,,,No,1,2,,,100,Sì,,100,Sì,Più di 5 km,auto,Sì,Quasi sempre,Quasi sempre,Sì,Semi-vegetariano (mangi il pesce),No,,,Sì,"Calorie, grassi, zuccheri",Io,,Sì,Colazione,Più di 2 litri,Quasi mai,100,No,Sì,Spesso,Sì,Per lo sport,21,10,12,5,3,2,5,6,5,2,1,,3,1,1,,3,3,2
2019-11-19 15:47:11,2019-11-19 15:56:12,IP Address,199.52.13.253,100,541,True,2019-11-19 15:56:14,R_3ReZhEmG6EEAAQP,,,,,40.7362060546875,-74.04219818115234375,anonymous,EN-GB,Sì,Maschio,24,Da solo,"Metropoli  ",Stati Uniti d'America,,Laurea magistrale,Lavoratore a tempo pieno,137,83,Prima delle 23,6-7 ore,95,No,,,,No,,,Sì,,,,,100,Sì,5,83,No,Tra 1 e 5 km,"metro,piedi",Sì,Raramente,Quasi sempre,Sì,No,No,,,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,68,No,,Tra 1 e 2 litri,Quasi mai,100,Sì,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica,Per lo sport",23,14,5,0,4,14,2,0,5,7,5,,3,6,5,0,3,0,1
