sex,age,housemates,city,nationality,region,qualification,working status,weight,bed time,sleeping hours,sleep importance,smoke,smoke begin,smoke object,drugs kind,drugs frequency,drugs,teetotaler,beer,wine,liquors,drinks,sport importance,sport,sport frequency,sport effort,sport diet,work distance,work transportation,bike,bike frequency,walk frequency,steps app,eating habit,food supplements,supplement frequency,supplement reason,nutritional values,which values,food shopping,food quality,skip meals,which meals skip,water a-day,sugary drinks,food impact on health,food weigh,cooking,cooking frequency,eating habits change,change reason,age at change,vegetables,carbohidrates,legumes,cheese,meat,fish,eggs,fruits morning,dried nuts morning,snacks morning,fruits evening,dried nuts evening,snacks evening,fast food a month,frozen food a month,delivered food a month,sleeping hours code,bike code,walks code,sugary drinks code,diet health score,lifestyle score
Female,28.0,With a partner,City,Stati Uniti d'America,None,Bachelor degree,Full time,80.0,Before 23,6-7,93.0,No,None,None,Light,Occasionally,Yes,No,0.0,0.0,0.0,0.0,50.0,No,0.0,50.0,None,More than 5 km,"car,public transportation",No,I've go no bike,Rarely,No,No,Yes,Often,Personal choices,Yes,"Calories,Chemicals,Allergens ",Me,23.0,Yes,Lunch,Less than 1 liter,Rarely,63.0,No,Yes,Sometimes,Yes,End of High School,19,6.0,14.0,5.0,6.0,5.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,10.0,1,2,3,3,-0.22862337362115107,-0.16591902562511515
Male,22.0,Parents,Metropolis,India,None,Bachelor degree,Student,54.0,Between 23 and 1,7-8,100.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,99.0,Yes,3.0,30.0,No,More than 5 km,"car,public transportation",No,I've go no bike,Sometimes,Yes,Semi-vegetarian,No,None,None,Yes,"Chemicals,Allergens ",Only delivery,88.0,Yes,Breakfast,Between 1 and 2 liters,Rarely,27.0,No,Yes,Sometimes,Yes,Medical needs,18,14.0,14.0,5.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,2,2,4,3,0.7848820348024874,0.01875634594393037
Female,27.0,Parents,Town,Stati Uniti d'America,None,Bachelor degree,Full time,74.0,Before 23,7-8,100.0,No,None,None,None,None,No,No,0.0,0.0,0.0,0.0,87.0,Yes,3.0,98.0,No,More than 5 km,car,No,I've go no bike,Almost always,No,Other,Yes,Often,Medical needs,Yes,"Calories,Chemicals",Me,66.0,Yes,Breakfast,Between 1 and 2 liters,Almost never,98.0,No,Yes,Almost always,Yes,"Living alone,Vegetarianism,Sport",Last big dietary change was at 24,7.0,9.0,0.0,7.0,10.0,5.0,12.0,3.0,0.0,1.0,6.0,1.0,2.0,6.0,2.0,10.0,2,2,0,1,-0.3753736296515349,0.3881070890820214
Female,29.0,With a partner,Town,Stati Uniti d'America,None,High school diploma,Unemployed,66.0,Before 23,4-6,100.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,100.0,Yes,5.0,38.0,Yes,Less than 1 km,car,No,I've go no bike,Almost always,Yes,No,Yes,Often,Personal choices,Yes,Allergens ,Me,0.0,Yes,Breakfast,Between 1 and 2 liters,Rarely,100.0,No,Yes,Almost always,Yes,"Living alone,Body shape",18,14.0,14.0,9.0,0.0,3.0,0.0,8.0,6.0,1.0,0.0,4.0,2.0,3.0,1.0,1.0,1.0,0,2,0,3,1.676896331231301,-0.3505943971941607
Female,30.0,With a partner,Metropolis,Stati Uniti d'America,None,Bachelor degree,Unemployed,77.0,After 1,7-8,98.0,No,None,None,None,None,No,No,3.0,0.0,0.0,0.0,100.0,Yes,5.0,71.0,No,Between 1 and 5 km,walking,No,I've go no bike,Often,Yes,No,No,None,None,Yes,Calories,Me,28.0,Yes,Breakfast,Between 1 and 2 liters,Almost never,97.0,No,Yes,Almost always,Yes,Body shape,28,10.0,5.0,4.0,8.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,0.0,2,2,2,1,-0.05272661331966071,0.2298139134514109
Male,20.0,Alone,City,Germania,None,High school diploma,"Student,Unemployed",78.0,Between 23 and 1,8-9,100.0,Yes,After 18,"Sigaretta,Tabacco da rollare",Light,Often,Yes,No,7.0,0.0,8.0,3.0,72.0,No,0.0,50.0,None,Between 1 and 5 km,public transportation,Yes,Almost never,Almost never,Yes,No,No,None,None,Sometimes,None,Me,28.0,Yes,"Breakfast,Lunch",Between 1 and 2 liters,Almost never,67.0,No,Yes,Often,Yes,Living alone,19,3.0,14.0,5.0,14.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,15.0,2.0,3,1,1,1,-1.1624659568020208,-2.0390549372540057
Female,24.0,With a partner,City,Stati Uniti d'America,None,Bachelor degree,Unemployed,86.0,Between 23 and 1,7-8,98.0,No,None,None,None,None,No,No,0.0,0.0,0.0,0.0,60.0,No,0.0,50.0,None,More than 5 km,car,No,I've go no bike,Sometimes,Yes,No,Yes,Occasionally,Medical needs,Sometimes,None,Me,25.0,Yes,Breakfast,Between 1 and 2 liters,Rarely,77.0,No,Yes,Almost always,Yes,"Living alone,End of High School",18,4.0,9.0,2.0,5.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,8.0,5.0,4.0,2,2,4,3,-0.737214983315436,-0.7199451403322518
Female,43.0,Parents,City,Stati Uniti d'America,None,High school diploma,Unemployed,140.0,Before 23,6-7,94.0,Occasionally,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,81.0,Yes,3.0,32.0,No,More than 5 km,car,Yes,Almost never,Almost never,Yes,Vegan,Yes,Often,Medical needs,Sometimes,None,Me,50.0,Yes,Breakfast,Between 1 and 2 liters,Rarely,84.0,No,Yes,Often,Yes,Vegetarianism,40,4.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,20.0,1.0,1,1,1,3,-0.31824053644598316,0.01875634594393037
Female,23.0,Parents,City,Venezuela,None,Bachelor degree,Full time,58.0,Between 23 and 1,6-7,86.0,No,None,None,Light,Occasionally,Yes,No,4.0,3.0,0.0,0.0,89.0,No,0.0,50.0,None,Less than 1 km,public transportation,No,I've go no bike,Often,No,Vegetarian,Yes,Often,Personal choices,Sometimes,None,Me,50.0,No,None,Between 1 and 2 liters,Rarely,88.0,No,Yes,Almost always,Yes,Vegetarianism,22,13.0,14.0,11.0,2.0,0.0,0.0,0.0,4.0,5.0,4.0,6.0,6.0,4.0,3.0,0.0,1.0,1,2,2,3,1.4068661506237101,-1.458646626608434
Male,21.0,Flatmates,City,Canada,None,High school diploma,"Student,Part time ",59.0,Between 23 and 1,6-7,100.0,No,None,None,Heavy,Occasionally,Yes,No,10.0,2.0,2.0,0.0,100.0,No,0.0,50.0,None,Between 1 and 5 km,walking,Yes,Rarely,Rarely,No,Semi-vegetarian,No,None,None,Yes,Calories,Me,47.0,No,None,Between 1 and 2 liters,Almost never,67.0,No,Yes,Almost always,Yes,Living alone,20,10.0,14.0,5.0,4.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,1,4,3,1,0.22771545156011966,-0.16591902562511515
Female,20.0,Flatmates,City,Stati Uniti d'America,None,Bachelor degree,Student,44.0,Before 23,7-8,100.0,No,None,None,None,None,No,No,0.0,1.0,2.0,0.0,100.0,Yes,5.0,89.0,Yes,Less than 1 km,walking,Yes,Rarely,Often,No,No,Yes,Often,Personal choices,Yes,Calories,Me,72.0,No,None,Between 1 and 2 liters,Almost never,100.0,No,Yes,Almost always,Yes,Vegetarianism,19,8.0,3.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,1.0,2,4,2,1,-1.2203240389331678,2.076567629141866
Female,32.0,With a partner,City,Repubblica Democratica del Congo,None,Master's degree,Full time,70.0,Before 23,6-7,100.0,No,None,None,None,None,No,No,0.0,5.0,0.0,0.0,84.0,Yes,4.0,31.0,No,Between 1 and 5 km,car,No,I've go no bike,Often,Yes,Other,Yes,Often,Personal choices,Yes,"Calories,Chemicals",Me,88.0,Yes,"Breakfast,Lunch",More than 2 liters,Almost never,100.0,No,Yes,Almost always,Yes,Body shape,26,14.0,4.0,2.0,2.0,14.0,7.0,3.0,7.0,0.0,3.0,7.0,0.0,2.0,1.0,5.0,5.0,1,2,2,1,1.3367539963632378,0.6783112444048072
Male,23.0,With a partner,City,Stati Uniti d'America,None,High school diploma,Part time ,109.0,Before 23,6-7,89.0,No,None,None,Light,Occasionally,Yes,Yes,0.0,0.0,0.0,0.0,100.0,Yes,5.0,85.0,No,Between 1 and 5 km,car,No,I've go no bike,Sometimes,Yes,No,No,None,None,Yes,"Calories,Chemicals",Me,61.0,Yes,Lunch,More than 2 liters,Rarely,90.0,No,Yes,Almost always,Yes,Body shape,22,7.0,5.0,5.0,10.0,10.0,0.0,8.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,1,2,4,3,-0.934262744678742,1.1268085753582036
Male,32.0,With a partner,Metropolis,Stati Uniti d'America,None,Master's degree,Full time,122.0,Between 23 and 1,6-7,63.0,No,None,None,Light,Occasionally,Yes,No,1.0,0.0,0.0,0.0,100.0,Yes,6.0,36.0,No,Between 1 and 5 km,"public transportation,bike,walking",Yes,Often,Almost always,Yes,No,Yes,Often,Personal choices,Yes,"Calories,Chemicals,Allergens ",Me,26.0,Yes,Breakfast,More than 2 liters,Almost never,94.0,No,Yes,Almost always,Yes,"End of High School,Vegetarianism,Body shape,Sport",25,14.0,12.0,5.0,3.0,8.0,1.0,4.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0,0.0,2.0,1,3,0,1,1.1009532213998716,1.0740441834813335
Female,37.0,Parents,Town,Italia,Nord,Middle school,Full time,60.0,Before 23,6-7,100.0,Yes,After 18,Tabacco da rollare,None,None,No,No,7.0,0.0,0.0,0.0,100.0,Yes,4.0,100.0,Yes,Less than 1 km,car,No,I've go no bike,Rarely,No,No,Yes,Occasionally,Sport,No,None,Me,100.0,No,None,Between 1 and 2 liters,Sometimes,100.0,No,Yes,Almost always,Yes,Body shape,35,7.0,5.0,5.0,0.0,6.0,6.0,3.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,4.0,1,2,3,4,1.206110625567884,0.2034317175129759
Female,23.0,With a partner,Metropolis,Stati Uniti d'America,None,Bachelor degree,Full time,50.0,Between 23 and 1,4-6,81.0,No,None,None,Light,Occasionally,Yes,No,0.0,1.0,0.0,0.0,84.0,Yes,7.0,60.0,No,Between 1 and 5 km,"public transportation,walking",No,I've go no bike,Almost always,Yes,Other,Yes,Occasionally,Medical needs,Sometimes,None,Me,32.0,Yes,Breakfast,Between 1 and 2 liters,Almost never,75.0,No,Yes,Sometimes,Yes,"Medical needs,Living alone,End of High School",17,6.0,12.0,7.0,0.0,9.0,2.0,12.0,1.0,0.0,3.0,2.0,0.0,2.0,5.0,0.0,15.0,0,2,0,1,-0.5777743392114518,0.3353426972051515
Female,22.0,Flatmates,City,Eire,None,Bachelor degree,Full time,65.0,Between 23 and 1,7-8,100.0,Occasionally,None,None,None,None,No,No,0.0,6.0,3.0,7.0,74.0,Yes,3.0,50.0,No,Between 1 and 5 km,car,No,I've go no bike,Often,No,Vegetarian,Yes,Often,Personal choices,Sometimes,None,Me,3.0,No,None,Between 1 and 2 liters,Sometimes,76.0,No,Yes,Often,No,None,None,7.0,8.0,3.0,11.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,2.0,2.0,5.0,1.0,2,2,2,4,-0.8941477780083233,-1.3795000387931287
Female,30.0,With a partner,City,Germania,None,Bachelor degree,Part time ,60.0,After 1,7-8,100.0,No,None,None,None,None,No,No,0.0,6.0,1.0,1.0,100.0,Yes,1.0,24.0,No,More than 5 km,"public transportation,walking",Yes,Almost never,Almost always,Yes,Vegetarian,Yes,Often,Personal choices,Yes,Chemicals,Me,81.0,No,None,Between 1 and 2 liters,Almost never,100.0,No,Yes,Often,Yes,"Living alone,Vegetarianism,Body shape",25,14.0,11.0,14.0,4.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,8.0,2,1,0,1,1.0645006448604737,-1.3267356469162583
Female,56.0,With a partner,Town,Italia,Nord,Master's degree,Part time ,47.0,Between 23 and 1,7-8,98.0,Yes,Before 18,Tabacco da rollare,None,None,No,No,1.0,1.0,0.0,1.0,46.0,No,0.0,50.0,None,More than 5 km,car,Yes,Almost never,Sometimes,No,No,Yes,Often,Personal choices,Sometimes,None,Me,64.0,No,None,Less than 1 liter,Almost never,100.0,No,Yes,Almost always,Yes,"Medical needs,Vegetarianism,Body shape",40,14.0,10.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,4,1,0.8918220078940386,-0.6935629443938167
Female,29.0,With a partner,Metropolis,Canada,None,Bachelor degree,Full time,122.0,Before 23,6-7,100.0,Occasionally,None,None,Light,Often,Yes,No,0.0,3.0,0.0,3.0,76.0,No,0.0,50.0,None,More than 5 km,car,No,I've go no bike,Rarely,Yes,No,Yes,Occasionally,Medical needs,Sometimes,None,Me,85.0,Yes,"Breakfast,Lunch",Less than 1 liter,Almost never,100.0,No,Yes,Almost always,Yes,Living alone,25,14.0,10.0,10.0,5.0,14.0,1.0,12.0,3.0,1.0,1.0,3.0,1.0,0.0,4.0,3.0,0.0,1,2,3,1,0.2871348780775762,-0.11315463374824503
Male,29.0,Alone,Metropolis,Cina,None,Bachelor degree,Full time,94.0,Before 23,7-8,100.0,No,None,None,None,None,No,No,2.0,1.0,0.0,1.0,100.0,Yes,4.0,75.0,No,More than 5 km,car,No,I've go no bike,Sometimes,Yes,No,Yes,Often,Personal choices,Yes,Calories,Me,44.0,Yes,Breakfast,Between 1 and 2 liters,Almost never,89.0,Yes,Yes,Almost always,Yes,"Vegetarianism,Body shape",28,11.0,13.0,5.0,4.0,9.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2,2,4,1,1.1550637358282998,1.1004263794197686
Female,26.0,Flatmates,Metropolis,Norvegia,None,Master's degree,Full time,58.0,Between 23 and 1,7-8,100.0,No,None,None,None,None,No,No,0.0,5.0,1.0,5.0,96.0,Yes,7.0,85.0,No,Between 1 and 5 km,"public transportation,bike",Yes,Almost always,Sometimes,Yes,No,Yes,Occasionally,Personal choices,Sometimes,None,Me,50.0,No,None,Between 1 and 2 liters,Sometimes,85.0,No,Yes,Almost always,Yes,Living alone,22,10.0,14.0,10.0,12.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2,0,4,4,-0.059765445419536385,0.3617248931435864
Female,25.0,With a partner,City,Romania,None,Bachelor degree,Full time,90.0,Before 23,7-8,100.0,Occasionally,None,None,None,None,No,No,0.0,1.0,0.0,1.0,100.0,Yes,0.0,0.0,No,Between 1 and 5 km,car,No,I've go no bike,Sometimes,Yes,No,No,None,None,Sometimes,None,Me,70.0,Yes,"Breakfast,Lunch",Between 1 and 2 liters,Sometimes,89.0,No,Yes,Almost always,Yes,Living alone,18,12.0,10.0,12.0,7.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2,2,4,4,0.4594679098132936,-0.08677243780980988
Female,24.0,Parents,City,Stati Uniti d'America,None,High school diploma,Unemployed,88.0,Before 23,7-8,72.0,No,None,None,None,None,No,No,0.0,1.0,0.0,0.0,74.0,Yes,3.0,23.0,No,Between 1 and 5 km,car,No,I've go no bike,Often,Yes,No,No,None,None,Yes,"Calories,Chemicals",Me,19.0,Yes,"Breakfast,Lunch",Between 1 and 2 liters,Almost never,90.0,Yes,Yes,Almost always,Yes,"Living alone,End of High School,Vegetarianism,Body shape",20,7.0,7.0,4.0,3.0,2.0,0.0,7.0,5.0,4.0,0.0,4.0,2.0,0.0,1.0,4.0,9.0,2,2,2,1,0.4159438666215013,0.7046934403432425
Female,34.0,With a partner,Town,Isole Minori degli Stati Uniti d'America,None,Bachelor degree,Unemployed,84.0,Between 23 and 1,7-8,100.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,87.0,Yes,4.0,41.0,No,Between 1 and 5 km,public transportation,No,I've go no bike,Often,Yes,Other,Yes,Often,Personal choices,Yes,"Calories,Chemicals,Allergens ",Me,59.0,Yes,Breakfast,More than 2 liters,Almost never,88.0,Yes,Yes,Almost always,Yes,"Living alone,Body shape",25,14.0,7.0,6.0,5.0,5.0,2.0,3.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,3.0,2.0,2,2,2,1,1.2473576039692558,0.2034317175129759
Female,54.0,With a partner,Town,Italia,Nord,Middle school,Full time,64.0,Before 23,7-8,64.0,No,None,None,None,None,No,Yes,0.0,0.0,0.0,0.0,77.0,Yes,2.0,82.0,No,More than 5 km,car,Yes,Often,Often,Yes,No,No,None,None,Sometimes,None,Me,76.0,No,None,More than 2 liters,Rarely,75.0,No,Yes,Sometimes,Yes,Body shape,40,14.0,7.0,3.0,8.0,6.0,3.0,1.0,4.0,4.0,1.0,6.0,7.0,2.0,1.0,0.0,1.0,2,3,2,3,1.3224456108057068,0.3881070890820214
Female,40.0,With a partner,Metropolis,Canada,None,PhD,Part time ,50.0,Before 23,7-8,100.0,No,None,None,None,None,No,No,0.0,0.0,1.0,0.0,100.0,Yes,7.0,100.0,No,More than 5 km,bike,Yes,Almost always,Almost always,No,No,Yes,Often,Personal choices,Yes,"Calories,Chemicals",Me,50.0,Yes,Lunch,More than 2 liters,Almost never,100.0,No,Yes,Often,Yes,Living alone,30,14.0,14.0,7.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,2.0,2,0,0,1,1.3218610235736434,1.4433949266194246
Female,26.0,Alone,Town,Italia,Nord,High school diploma,Part time ,45.0,Between 23 and 1,7-8,100.0,Yes,Before 18,None,None,None,No,No,9.0,0.0,3.0,3.0,50.0,No,0.0,50.0,None,More than 5 km,"car,public transportation",No,I've go no bike,Often,No,Semi-vegetarian,Yes,Occasionally,Personal choices,Yes,"Calories,Chemicals",Parents,50.0,Yes,"Breakfast,Lunch",Less than 1 liter,Almost never,100.0,No,Yes,Sometimes,Yes,Vegetarianism,23,14.0,14.0,9.0,8.0,0.0,0.0,2.0,2.0,1.0,5.0,2.0,0.0,4.0,3.0,1.0,3.0,2,2,2,1,0.6057239564061854,-1.511411018485304
Male,23.0,Parents,Metropolis,Stati Uniti d'America,None,Bachelor degree,Full time,86.0,Between 23 and 1,6-7,100.0,Yes,Before 18,Sigaretta elettronica,Light,Occasionally,Yes,No,5.0,0.0,3.0,0.0,100.0,Yes,3.0,31.0,No,More than 5 km,car,Yes,Rarely,Often,Yes,No,Yes,Often,Personal choices,Yes,Calories,Parents,81.0,Yes,Breakfast,More than 2 liters,Almost never,100.0,Yes,Yes,Sometimes,Yes,"Living alone,Body shape",19,6.0,5.0,4.0,4.0,6.0,1.0,1.0,7.0,4.0,5.0,7.0,6.0,7.0,4.0,1.0,2.0,1,4,2,1,-0.08411627998120266,-0.034008045932939754
Female,25.0,Flatmates,Metropolis,Germania,None,Bachelor degree,Student,60.0,Between 23 and 1,7-8,100.0,No,None,None,None,None,No,No,1.0,1.0,0.0,1.0,77.0,Yes,3.0,69.0,No,Between 1 and 5 km,public transportation,Yes,Often,Almost always,Yes,No,No,None,None,Sometimes,None,Me,50.0,Yes,Lunch,More than 2 liters,Almost never,83.0,No,Yes,Almost always,Yes,Living alone,20,4.0,7.0,4.0,3.0,3.0,1.0,2.0,4.0,5.0,0.0,4.0,4.0,3.0,1.0,0.0,0.0,2,3,0,1,-0.01685270856361291,-0.3242122012557257
Male,30.0,With a partner,City,Stati Uniti d'America,None,Master's degree,Full time,70.0,Before 23,7-8,79.0,No,None,None,None,None,No,No,1.0,0.0,0.0,0.0,78.0,Yes,4.0,50.0,No,More than 5 km,car,Yes,Almost never,Sometimes,Yes,No,No,None,None,Yes,"Calories,Chemicals",Me,68.0,Yes,Breakfast,Between 1 and 2 liters,Almost never,100.0,No,Yes,Often,Yes,"Living alone,Body shape",20,5.0,5.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,2,1,4,1,-0.5877930363813054,1.0740441834813335
Female,20.0,Alone,Metropolis,Polonia,None,High school diploma,Student,53.0,After 1,7-8,75.0,No,None,None,None,None,No,No,0.0,2.0,1.0,2.0,34.0,No,0.0,50.0,None,Between 1 and 5 km,public transportation,No,I've go no bike,Almost always,Yes,No,No,None,None,No,None,Me,47.0,No,None,Less than 1 liter,Almost always,61.0,No,Yes,Sometimes,Yes,Living alone,19,7.0,7.0,1.0,6.0,7.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,12.0,5.0,0.0,2,2,0,0,-0.40162955639402,-1.90714395756183
Female,27.0,Parents,City,Canada,None,Master's degree,Full time,68.0,Before 23,6-7,60.0,No,None,None,Light,Occasionally,Yes,No,2.0,1.0,0.0,0.0,69.0,No,0.0,50.0,None,More than 5 km,car,Yes,Almost never,Sometimes,Yes,No,Yes,Occasionally,Personal choices,Sometimes,None,Me,29.0,Yes,"Breakfast,Lunch",Between 1 and 2 liters,Rarely,64.0,No,Yes,Often,Yes,"Medical needs,Living alone,Body shape",24,12.0,6.0,6.0,4.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1,1,4,3,0.18621879229840094,-0.3242122012557257
Female,24.0,Parents,Metropolis,Germania,None,High school diploma,"Student,Full time",65.0,Between 23 and 1,7-8,77.0,Yes,Before 18,Sigaretta,None,None,No,No,0.0,0.0,0.0,0.0,94.0,No,0.0,50.0,None,More than 5 km,"car,public transportation",No,I've go no bike,Almost never,Yes,No,No,None,None,Sometimes,None,Parents,19.0,Yes,"Breakfast,Dinner",Less than 1 liter,Almost always,90.0,No,No,I can't cook,No,None,None,2.0,13.0,0.0,5.0,10.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,20.0,3.0,2,2,1,0,-1.5274943484068273,-0.7199451403322518
Female,20.0,Flatmates,City,Germania,None,High school diploma,Full time,95.0,Before 23,6-7,100.0,No,None,None,None,None,No,No,0.0,1.0,0.0,0.0,76.0,No,0.0,50.0,None,More than 5 km,"public transportation,walking",Yes,Rarely,Sometimes,No,Semi-vegetarian,No,None,None,Sometimes,None,Me,50.0,Yes,"Breakfast,Dinner",Between 1 and 2 liters,Almost never,70.0,No,Yes,Almost always,Yes,"Living alone,End of High School,Vegetarianism,Body shape",15,14.0,10.0,1.0,7.0,1.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,2.0,1.0,1.0,1.0,1,4,4,1,0.829293800547871,1.4433949266194246
Female,27.0,With a partner,City,Stati Uniti d'America,None,Master's degree,Full time,77.0,Before 23,6-7,76.0,Yes,After 18,Sigaretta,Light,Often,Yes,No,0.0,7.0,0.0,0.0,69.0,Yes,2.0,17.0,No,Between 1 and 5 km,car,Yes,Rarely,Rarely,Yes,Vegetarian,No,None,None,Sometimes,None,Me,18.0,Yes,Breakfast,Between 1 and 2 liters,Rarely,85.0,No,Yes,Almost always,Yes,Vegetarianism,26,12.0,7.0,8.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,1,4,3,3,0.5464657703021877,0.3881070890820214
Female,26.0,Flatmates,City,Stati Uniti d'America,None,Bachelor degree,"Student,Part time ",58.0,Between 23 and 1,6-7,88.0,No,None,None,Light,Occasionally,Yes,No,0.0,2.0,7.0,2.0,93.0,Yes,6.0,100.0,Yes,More than 5 km,car,Yes,Rarely,Sometimes,Yes,Semi-vegetarian,Yes,Often,Personal choices,Yes,"Calories,Chemicals",Me,70.0,Yes,Breakfast,Between 1 and 2 liters,Almost never,100.0,No,Yes,Almost always,Yes,"Vegetarianism,Body shape",16,14.0,2.0,7.0,6.0,3.0,1.0,2.0,3.0,6.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,1,4,4,1,0.9580212355984682,0.7310756362816775
Female,20.0,Flatmates,Metropolis,Stati Uniti d'America,None,High school diploma,Student,81.0,Before 23,6-7,75.0,No,None,None,None,None,No,No,0.0,1.0,1.0,0.0,100.0,Yes,7.0,100.0,Yes,Between 1 and 5 km,car,No,I've go no bike,Rarely,Yes,No,Yes,Often,Sport,Yes,Calories,Me,70.0,Yes,Lunch,Between 1 and 2 liters,Rarely,73.0,No,Yes,Almost always,No,None,None,5.0,10.0,3.0,5.0,7.0,2.0,5.0,4.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1,2,3,3,-0.1223099224983916,1.2059551631735088
Female,23.0,With a partner,City,Stati Uniti d'America,None,Bachelor degree,"Student,Unemployed",77.0,Between 23 and 1,7-8,100.0,No,None,None,None,None,No,No,0.0,0.0,4.0,0.0,95.0,Yes,6.0,75.0,Yes,Between 1 and 5 km,"car,bike",Yes,Often,Rarely,Yes,No,Yes,Often,Personal choices,Yes,Calories,Me,56.0,No,None,Between 1 and 2 liters,Almost never,85.0,Yes,Yes,Often,Yes,"Living alone,Vegetarianism,Body shape",18-21,13.0,12.0,7.0,1.0,14.0,2.0,5.0,3.0,0.0,0.0,7.0,1.0,0.0,1.0,2.0,6.0,2,3,3,1,1.1839707021675847,1.4697771225578595
Female,24.0,Flatmates,Metropolis,Germania,None,Bachelor degree,"Student,Part time ",60.0,Before 23,7-8,89.0,No,None,None,None,None,No,No,0.0,3.0,0.0,0.0,100.0,Yes,3.0,62.0,No,Between 1 and 5 km,walking,Yes,Sometimes,Almost always,Yes,Vegetarian,Yes,Occasionally,Sport,Yes,"Calories,Chemicals",Me,67.0,No,None,More than 2 liters,Almost never,79.0,Yes,Yes,Almost always,Yes,"Vegetarianism,Body shape,Sport",21-23,10.0,7.0,4.0,7.0,0.0,0.0,2.0,3.0,3.0,1.0,4.0,0.0,3.0,2.0,4.0,0.0,2,5,0,1,0.2589955333137921,1.5225415144347296
Female,29.0,With a partner,Town,Italia,Nord,High school diploma,Part time ,82.0,Between 23 and 1,6-7,59.0,Occasionally,None,None,None,None,No,No,1.0,2.0,0.0,0.0,17.0,No,0.0,50.0,None,More than 5 km,car,No,I've go no bike,Sometimes,No,No,No,None,None,Sometimes,None,Me,88.0,Yes,"Breakfast,Lunch,Dinner",Less than 1 liter,Rarely,24.0,No,Yes,Almost always,No,None,None,2.0,11.0,0.0,8.0,9.0,4.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,28.0,20.0,2.0,1,2,4,3,-0.6898717780847262,-0.8782383159628623
Male,23.0,Parents,City,Stati Uniti d'America,None,Master's degree,Full time,90.0,Before 23,6-7,100.0,No,None,None,None,None,No,No,5.0,0.0,0.0,0.0,90.0,Yes,7.0,83.0,No,More than 5 km,car,No,I've go no bike,Almost always,Yes,Vegetarian,Yes,Often,Personal choices,Yes,"Calories,Chemicals",Me,26.0,Yes,Breakfast,More than 2 liters,Almost never,92.0,No,Yes,Almost always,Yes,"End of High School,Vegetarianism,Body shape",19,10.0,10.0,10.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,7.0,3.0,4.0,0.0,4.0,1,2,0,1,0.6218387449453723,0.8629866159738527
