sesso,eta_1,coinqui,citta,etnia_1,regione,tit_studio,lavoro,altezza_1,peso_1,ora_letto,ore_di_sonno,imp_sonno_1,fumo,fumo_inizio,fumo_oggetto,droghe,droghe_tipo,droghe_freq,alcol_sino,alcol_quant_1,alcol_quant_2,alcol_quant_3,alcol_quant_4,sport_imp_1,sport,sport_freq_1,sport_impegno_1,sport_dieta,scuola_dist,scuola_mezzo,bici,bici_freq,passeggiata_freq,app_passi,veg,integratori,integratori_freq,integratori_why,valori_nut,valori_nut_quali,spes,qualita_economicita_1,salto_pasti,salto_pasti_quali,acqua_quanta,bibite_freq,alimentaz_imp_1,peso_cibo,so_cucinare,cucino_io,abitudini_cambio,abitudini_why_cambio,abitudini_anni_cambi,giorno_cibi_1,giorno_cibi_2,giorno_cibi_3,giorno_cibi_4,giorno_cibi_5,giorno_cibi_6,giorno_cibi_7,pausa_mattina_cibi_1,pausa_mattina_cibi_2,pausa_mattina_cibi_3,pausa_mattina_cibi_4,pausa_pome_cibi_1,pausa_pome_cibi_2,pausa_pome_cibi_3,pausa_pome_cibi_4,fast_food_freq_1,surgelati_freq_1,asporto_freq_1,ore_sonno_code,bici_code,pass_code,bibite_code,health,lifestyle
Femmina,39.0,Con un partner,Citta,Stati Uniti d'America,999,Maturità,Lavoratore a tempo pieno,200.0,53.0,Prima delle 23,6-7 ore,100.0,No,999,999,No,999,999,No,7.0,1.0,1.0,0.0,87.0,Sì,3.0,50.0,No,Tra 1 e 5 km,metro,Sì,Quasi mai,A volte,No,Altro,No,999,999,A volte,999,Io,50.0,Sì,"Colazione,Pranzo",Più di 2 litri,Quasi mai,90.0,No,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",29,5.0,7.0,1.0,1.0,7.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,3.0,5.0,0.0,2.0,0.0,2.0,1,1,0,2,-6.232256837983226,1.7142857142857144
Femmina,22.0,Con un partner,Citta,Stati Uniti d'America,999,Laurea triennale,Studente,101.0,70.0,Prima delle 23,7-8 ore,96.0,No,999,999,No,999,999,No,2.0,0.0,0.0,0.0,98.0,Sì,7.0,83.0,No,Più di 5 km,auto,Sì,Raramente,A volte,Sì,Altro,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,24.0,No,999,Più di 2 litri,Quasi mai,98.0,No,Sì,Quasi sempre,Sì,"Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",18,14.0,10.0,10.0,4.0,5.0,0.0,4.0,3.0,5.0,0.0,3.0,3.0,0.0,2.0,0.0,3.0,5.0,0.0,2,3,0,2,1.7201604547377172,5.714285714285714
Maschio,21.0,Genitori/genitore,Metropoli  ,Germania,999,Laurea triennale,Lavoratore a tempo pieno,139.0,115.0,Tra le 23 e l'1,8-9 ore,89.0,Sì,Dopo i 18 anni,"Sigaretta,Sigaretta elettronica,Altro:",Sì,Pesanti,Abitualmente,No,0.0,0.0,0.0,3.0,100.0,Sì,2.0,85.0,No,Più di 5 km,metro,Sì,Spesso,Raramente,Sì,No,No,999,999,A volte,999,Genitori,70.0,Sì,Colazione,Tra 1 e 2 litri,Raramente,25.0,No,Sì,Raramente,Sì,Per la mia forma fisica,20,6.0,6.0,3.0,6.0,14.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,3,4,3,3,-7.776698751804626,1.5714285714285712
Maschio,20.0,Coinquilini,Citta,Stati Uniti d'America,999,Laurea triennale,"Studente,Lavoratore part time",105.0,63.0,Tra le 23 e l'1,7-8 ore,100.0,Occasionalmente,999,999,Sì,Leggere,Occasionalmente,No,3.0,0.0,5.0,0.0,100.0,Sì,4.0,10.0,No,Tra 1 e 5 km,"auto,piedi",No,Quasi mai,Quasi sempre,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,83.0,Sì,Colazione,Tra 1 e 2 litri,Raramente,100.0,No,Sì,A volte,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",20,6.0,7.0,5.0,7.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,6.0,5.0,1.0,2,1,2,3,-4.994475682032947,2.8571428571428577
Femmina,30.0,Con un partner,Paese ,Regno Unito,999,Laurea triennale,Lavoratore a tempo pieno,101.0,90.0,Prima delle 23,6-7 ore,87.0,No,999,999,No,999,999,No,0.0,0.0,0.0,2.0,73.0,No,0.0,50.0,999,Meno di 1 km,piedi,Sì,A volte,A volte,Sì,No,Sì,Abitualmente,Scelte personali,A volte,999,Io,70.0,No,999,Tra 1 e 2 litri,Raramente,78.0,No,Sì,Quasi sempre,No,999,999,14.0,14.0,2.0,3.0,7.0,2.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,4.0,1,0,0,3,1.3928077571488453,1.7142857142857144
Maschio,25.0,Genitori/genitore,Metropoli  ,Germania,999,Laurea triennale,Lavoratore a tempo pieno,119.0,59.0,Tra le 23 e l'1,6-7 ore,67.0,No,999,999,No,999,999,No,2.0,1.0,1.0,1.0,78.0,Sì,2.0,34.0,No,Più di 5 km,metro,Sì,A volte,A volte,Sì,No,No,999,999,No,999,Io,25.0,No,999,Più di 2 litri,Raramente,75.0,No,Sì,Spesso,Sì,Quando ho finito le superiori,20,10.0,13.0,1.0,5.0,9.0,3.0,3.0,5.0,3.0,0.0,2.0,2.0,5.0,3.0,7.0,5.0,1.0,2.0,1,0,0,3,-1.2784898257745554,-1.2142857142857144
Femmina,31.0,Con un partner,Citta,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,111.0,75.0,Prima delle 23,6-7 ore,100.0,No,999,999,No,999,999,No,0.0,0.0,0.0,0.0,100.0,Sì,3.0,0.0,No,Più di 5 km,auto,Sì,Quasi mai,Quasi sempre,Sì,Altro,No,999,999,A volte,999,Io,43.0,No,999,Tra 1 e 2 litri,Raramente,100.0,No,Sì,A volte,Sì,"Per necessità mediche,Quando sono andato a vivere da solo",23,14.0,14.0,7.0,0.0,7.0,3.0,3.0,5.0,0.0,7.0,7.0,5.0,0.0,7.0,7.0,2.0,5.0,2.0,1,1,2,3,4.092400092376682,3.5
Femmina,56.0,Coinquilini,Paese ,Italia,Nord,Maturità,Lavoratore a tempo pieno,206.0,56.0,Prima delle 23,4-6 ore,77.0,No,999,999,No,999,999,No,0.0,0.0,0.0,0.0,22.0,No,0.0,50.0,999,Più di 5 km,auto,Sì,A volte,Spesso,No,No,Sì,Occasionalmente,Scelte personali,A volte,999,Io,87.0,No,999,Meno di 1 litro,Quasi mai,94.0,No,Sì,Quasi sempre,Sì,Per la mia forma fisica,45,14.0,7.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,4,2,0.3076675166991967,0.5
Femmina,23.0,Genitori/genitore,Paese ,Regno Unito,999,Laurea triennale,Lavoratore a tempo pieno,97.0,60.0,Tra le 23 e l'1,6-7 ore,100.0,No,999,999,No,999,999,No,2.0,2.0,0.0,0.0,65.0,Sì,3.0,36.0,No,Più di 5 km,"auto,piedi",No,Quasi mai,Spesso,No,Vegetariano,No,999,999,No,999,Genitori,33.0,Sì,Pranzo,Più di 2 litri,Quasi mai,66.0,No,Sì,Quasi sempre,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",17,14.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,4,2,-1.0369824024051386,4.428571428571429
Maschio,23.0,Coinquilini,Citta,Stati Uniti d'America,999,Laurea triennale,Studente,141.0,99.0,Tra le 23 e l'1,7-8 ore,99.0,Sì,Dopo i 18 anni,Altro:,Sì,Pesanti,Abitualmente,No,0.0,0.0,0.0,1.0,100.0,Sì,3.0,10.0,No,Più di 5 km,auto,Sì,Raramente,Raramente,No,No,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,21.0,Sì,"Colazione,Pranzo",Più di 2 litri,Spesso,100.0,No,Sì,A volte,Sì,"Per necessità mediche,Quando sono andato a vivere da solo,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",21,7.0,5.0,0.0,3.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,5.0,2,3,3,4,-5.657429996499964,1.3571428571428572
Femmina,24.0,Da solo,Citta,Canada,999,Maturità,Lavoratore a tempo pieno,103.0,63.0,Prima delle 23,6-7 ore,100.0,No,999,999,No,999,999,No,0.0,2.0,0.0,0.0,100.0,Sì,5.0,100.0,Sì,Più di 5 km,auto,No,Quasi mai,Spesso,Sì,No,Sì,Abitualmente,Per uno sport,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti,Allergeni",Io,68.0,No,999,Più di 2 litri,Quasi mai,100.0,Sì,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Per lo sport",16,14.0,14.0,7.0,0.0,14.0,0.0,7.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,1,4,2,-0.3325083519034524,5.714285714285714
Femmina,27.0,Genitori/genitore,Paese ,Paesi Bassi,999,Laurea triennale,Studente,101.0,76.0,Tra le 23 e l'1,8-9 ore,99.0,Occasionalmente,999,999,No,999,999,No,3.0,3.0,0.0,0.0,82.0,Sì,1.0,20.0,No,Più di 5 km,"metro,bici",Sì,Spesso,A volte,No,Vegetariano,No,999,999,No,999,Genitori,60.0,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,100.0,No,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",999,8.0,10.0,3.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,3,4,0,2,-5.900221136257043,2.642857142857143
Maschio,24.0,Genitori/genitore,Citta,Isole Vergini Britanniche,999,Laurea triennale,Lavoratore a tempo pieno,161.0,95.0,Prima delle 23,6-7 ore,100.0,No,999,999,Sì,Leggere,Occasionalmente,No,2.0,1.0,0.0,0.0,76.0,Sì,2.0,53.0,No,Meno di 1 km,piedi,Sì,Raramente,Quasi sempre,No,No,No,999,999,A volte,999,Io,8.0,Sì,"Colazione,Pranzo",Tra 1 e 2 litri,Raramente,100.0,No,Sì,Quasi sempre,Sì,"Per necessità mediche,Quando sono andato a vivere da solo,Quando ho finito le superiori,Per la mia forma fisica,Per lo sport",19,14.0,7.0,4.0,2.0,7.0,5.0,12.0,5.0,2.0,2.0,4.0,7.0,3.0,2.0,5.0,5.0,0.0,2.0,1,3,2,3,0.9441891695364979,5.571428571428571
Maschio,21.0,Genitori/genitore,Paese ,Canada,999,Laurea triennale,"Studente,Lavoratore a tempo pieno",117.0,67.0,Prima delle 23,8-9 ore,90.0,No,999,999,Sì,Leggere,Occasionalmente,No,0.0,1.0,0.0,0.0,100.0,Sì,6.0,94.0,Sì,Meno di 1 km,auto,Sì,Quasi mai,Spesso,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Genitori,73.0,No,999,Più di 2 litri,Quasi mai,99.0,Sì,Sì,Quasi sempre,No,999,999,14.0,10.0,8.0,1.0,4.0,6.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,3,1,4,2,5.870197635055826,6.357142857142858
Maschio,34.0,Con un partner,Citta,Canada,999,Laurea triennale,Lavoratore a tempo pieno,137.0,150.0,Prima delle 23,6-7 ore,100.0,No,999,999,No,999,999,No,6.0,2.0,1.0,0.0,100.0,No,0.0,50.0,999,Più di 5 km,auto,No,Quasi mai,Raramente,No,No,No,999,999,Sì,"Calorie, grassi, zuccheri,Allergeni",Io,0.0,No,999,Tra 1 e 2 litri,Quasi mai,100.0,No,Sì,Quasi sempre,Sì,Quando sono andato a vivere da solo,19,14.0,14.0,6.0,8.0,7.0,1.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,4.0,4.0,0.0,2.0,1,1,3,2,-2.137357590495032,1.2142857142857144
Femmina,63.0,Con un partner,Paese ,Italia,Nord,Maturità,Disoccupato,99.0,64.0,Tra le 23 e l'1,7-8 ore,95.0,No,999,999,No,999,999,No,0.0,4.0,0.0,0.0,91.0,Sì,2.0,95.0,No,Meno di 1 km,auto,Sì,Quasi mai,Raramente,Sì,No,No,999,999,No,999,Io,84.0,No,999,Tra 1 e 2 litri,Quasi mai,100.0,No,Sì,Quasi sempre,Sì,Per la mia forma fisica,50,10.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,2,-1.4165850638697937,1.4285714285714288
Maschio,30.0,Genitori/genitore,Metropoli  ,Regno Unito,999,Laurea triennale,Lavoratore part time,141.0,127.0,Dopo l'1,7-8 ore,100.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,100.0,No,0.0,50.0,999,Più di 5 km,auto,No,Quasi mai,Raramente,Sì,No,Sì,Abitualmente,Scelte personali,A volte,999,Io,19.0,No,999,Tra 1 e 2 litri,Quasi mai,100.0,No,Sì,Spesso,Sì,Quando sono andato a vivere da solo,17,10.0,14.0,4.0,13.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,3.0,10.0,2,1,3,2,-7.287748921061762,-1.5
Maschio,20.0,Genitori/genitore,Metropoli  ,Stati Uniti d'America,999,Maturità,"Studente,Lavoratore part time",127.0,59.0,Tra le 23 e l'1,4-6 ore,100.0,Sì,Prima dei 18 anni,Altro:,Sì,Leggere,Abitualmente,Sì,0.0,0.0,0.0,0.0,86.0,Sì,5.0,50.0,No,Più di 5 km,auto,No,Quasi mai,A volte,No,No,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Genitori,74.0,Sì,Colazione,Tra 1 e 2 litri,Raramente,74.0,No,Sì,Spesso,No,999,999,7.0,14.0,4.0,7.0,4.0,1.0,1.0,3.0,0.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,10.0,5.0,0,1,0,3,-2.9261312985141066,-1.5
Maschio,27.0,Da solo,Metropoli  ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,123.0,128.0,Tra le 23 e l'1,6-7 ore,78.0,No,999,999,No,999,999,No,4.0,0.0,2.0,4.0,84.0,No,0.0,50.0,999,Più di 5 km,auto,No,Quasi mai,A volte,Sì,No,No,999,999,A volte,999,Io,28.0,No,999,Più di 2 litri,A volte,72.0,No,Sì,A volte,No,999,999,5.0,14.0,0.0,8.0,14.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,4.0,0.0,2.0,1,1,0,0,-11.066666666666666,-1.4285714285714286
Femmina,29.0,Con un partner,Citta,Stati Uniti d'America,999,Laurea triennale,"Studente,Lavoratore a tempo pieno",121.0,75.0,Tra le 23 e l'1,4-6 ore,69.0,No,999,999,No,999,999,No,0.0,0.0,14.0,0.0,94.0,Sì,4.0,75.0,No,Più di 5 km,auto,No,Quasi mai,A volte,Sì,Vegetariano,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,67.0,Sì,Colazione,Più di 2 litri,Quasi mai,100.0,No,Sì,Spesso,Sì,Per necessità mediche,24,14.0,12.0,12.0,8.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,5.0,5.0,3.0,3.0,1.0,0.0,4.0,0,1,0,2,1.2900339179621017,-2.5
Femmina,58.0,Con un partner,Paese ,Italia,Nord,Maturità,Lavoratore a tempo pieno,210.0,82.0,Tra le 23 e l'1,6-7 ore,87.0,No,999,999,No,999,999,No,1.0,1.0,0.0,0.0,50.0,No,0.0,50.0,999,Meno di 1 km,bici,Sì,Spesso,Quasi mai,No,No,No,999,999,No,999,Io,50.0,Sì,Pranzo,Più di 2 litri,Quasi mai,96.0,No,No,Non so cucinare,Sì,Quando sono andato a vivere da solo,28,3.0,10.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,6.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1,4,1,2,-6.504761904761904,2.7142857142857144
Femmina,25.0,Con un partner,Metropoli  ,Stati Uniti d'America,999,Laurea magistrale,Lavoratore a tempo pieno,196.0,108.0,Tra le 23 e l'1,6-7 ore,82.0,Occasionalmente,999,999,Sì,Leggere,Abitualmente,No,0.0,2.0,0.0,1.0,73.0,Sì,1.0,34.0,No,Tra 1 e 5 km,auto,No,Quasi mai,Raramente,No,Semi-vegetariano (mangi il pesce),Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,25.0,Sì,Colazione,Tra 1 e 2 litri,Raramente,85.0,Sì,Sì,Spesso,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",23,12.0,11.0,7.0,6.0,7.0,9.0,7.0,4.0,3.0,4.0,0.0,4.0,3.0,4.0,0.0,2.0,5.0,1.0,1,1,3,3,1.3014906669495496,0.5714285714285712
Maschio,23.0,Genitori/genitore,Metropoli  ,Stati Uniti d'America,999,Laurea magistrale,Studente,111.0,83.0,Tra le 23 e l'1,7-8 ore,100.0,No,999,999,No,999,999,No,1.0,0.0,0.0,0.0,82.0,Sì,2.0,12.0,No,Meno di 1 km,piedi,Sì,Raramente,Spesso,Sì,No,Sì,Occasionalmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Allergeni",Io,50.0,Sì,Pranzo,Più di 2 litri,Raramente,82.0,No,Sì,Quasi sempre,Sì,"Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",18,7.0,6.0,1.0,1.0,7.0,2.0,9.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,4.0,2,3,4,3,-5.277257179572512,4.857142857142858
Maschio,28.0,Genitori/genitore,Metropoli  ,Canada,999,Laurea triennale,Lavoratore a tempo pieno,101.0,66.0,Tra le 23 e l'1,6-7 ore,90.0,Occasionalmente,999,999,Sì,Leggere,Occasionalmente,Sì,0.0,0.0,0.0,0.0,76.0,Sì,3.0,68.0,No,Più di 5 km,"auto,metro",No,Quasi mai,Spesso,No,No,No,999,999,A volte,999,Genitori,50.0,Sì,Colazione,Tra 1 e 2 litri,Raramente,90.0,No,Sì,Spesso,No,999,999,14.0,14.0,4.0,1.0,14.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,5.0,1.0,5.0,1,1,4,3,0.9704928565517064,2.5
Maschio,28.0,Con un partner,Citta,Regno Unito,999,Maturità,Lavoratore a tempo pieno,111.0,57.0,Prima delle 23,7-8 ore,69.0,Sì,Prima dei 18 anni,Sigaretta,Sì,Leggere,Abitualmente,No,10.0,0.0,0.0,0.0,89.0,No,0.0,50.0,999,Tra 1 e 5 km,metro,No,Quasi mai,Raramente,No,Vegetariano,No,999,999,No,999,Io,47.0,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,89.0,No,Sì,Spesso,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",26,12.0,14.0,5.0,6.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,15.0,5.0,10.0,2,1,3,2,0.14604989415154102,0.0714285714285714
Femmina,25.0,Da solo,Citta,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,105.0,77.0,Tra le 23 e l'1,6-7 ore,79.0,No,999,999,No,999,999,No,0.0,0.0,0.0,0.0,86.0,No,0.0,50.0,999,Meno di 1 km,piedi,No,Quasi mai,Spesso,No,Semi-vegetariano (mangi il pesce),No,999,999,No,999,Io,80.0,Sì,"Colazione,Pranzo",Tra 1 e 2 litri,Spesso,92.0,No,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",20,3.0,10.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,4.0,1,1,4,4,-7.304761904761905,2.0
Femmina,21.0,Coinquilini,Citta,Regno Unito,999,Laurea magistrale,Studente,210.0,60.0,Tra le 23 e l'1,7-8 ore,87.0,No,999,999,No,999,999,No,0.0,0.0,0.0,1.0,72.0,Sì,2.0,14.0,No,Tra 1 e 5 km,piedi,No,Quasi mai,Quasi sempre,Sì,Vegetariano,No,999,999,Sì,"Calorie, grassi, zuccheri",Io,26.0,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,81.0,Sì,Sì,Quasi sempre,Sì,Quando sono andato a vivere da solo,20,14.0,14.0,9.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,2,2,1.9850432850740232,3.3571428571428577
Femmina,25.0,Con un partner,Citta,Svezia,999,Laurea triennale,Lavoratore part time,103.0,79.0,Tra le 23 e l'1,6-7 ore,80.0,Occasionalmente,999,999,No,999,999,No,0.0,1.0,0.0,1.0,72.0,Sì,3.0,51.0,No,Più di 5 km,metro,Sì,Quasi mai,Raramente,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,79.0,No,999,Più di 2 litri,A volte,81.0,Sì,Sì,Spesso,Sì,Per la mia forma fisica,25,5.0,10.0,1.0,3.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,6.0,3.0,2.0,1,1,3,0,-6.237018742745129,3.2142857142857144
Femmina,25.0,Con un partner,Metropoli  ,Filippine,999,Laurea triennale,Lavoratore a tempo pieno,186.0,52.0,Prima delle 23,8-9 ore,100.0,No,999,999,Sì,Leggere,Abitualmente,No,0.0,0.0,0.0,0.0,100.0,Sì,4.0,63.0,No,Più di 5 km,auto,Sì,Quasi mai,Quasi mai,Sì,Altro,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti,Allergeni",Io,24.0,No,999,Più di 2 litri,Quasi mai,100.0,No,Sì,Quasi sempre,Sì,"Per necessità mediche,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",23,14.0,2.0,0.0,0.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,6.0,0.0,0.0,3,1,1,2,-0.495487596010699,4.0
Femmina,25.0,Con un partner,Paese ,Italia,999,Laurea triennale,Studente,97.0,55.0,Dopo l'1,4-6 ore,38.0,No,999,999,No,999,999,No,0.0,0.0,1.0,1.0,75.0,No,0.0,50.0,999,Tra 1 e 5 km,"auto,piedi",No,Quasi mai,A volte,No,No,No,999,999,Sì,"Calorie, grassi, zuccheri,Allergeni",Io,20.0,Sì,"Colazione,Cena",Meno di 1 litro,Spesso,31.0,No,Sì,A volte,Sì,"Per necessità mediche,Quando sono andato a vivere da solo,Quando ho finito le superiori,Per la mia forma fisica",18,4.0,10.0,2.0,0.0,1.0,0.0,10.0,4.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,6.0,6.0,2.0,0,1,0,4,-8.021428571428572,-4.285714285714286
Femmina,22.0,Coinquilini,Citta,India,999,Laurea triennale,Studente,95.0,95.0,Tra le 23 e l'1,6-7 ore,100.0,No,999,999,No,999,999,No,1.0,0.0,0.0,0.0,100.0,No,0.0,50.0,999,Tra 1 e 5 km,metro,No,Quasi mai,Quasi mai,Sì,Semi-vegetariano (mangi il pesce),No,999,999,A volte,999,Io,65.0,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,79.0,No,Sì,Quasi sempre,Sì,"Per necessità mediche,Per la mia forma fisica",18,12.0,14.0,7.0,7.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,7.0,0.0,2.0,0.0,0.0,1,1,1,2,-1.1658416852367857,-0.6428571428571428
Maschio,24.0,Genitori/genitore,Citta,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,182.0,68.0,Dopo l'1,4-6 ore,100.0,Occasionalmente,999,999,Sì,Leggere,Occasionalmente,No,10.0,2.0,1.0,2.0,100.0,Sì,5.0,71.0,No,Tra 1 e 5 km,auto,Sì,Quasi mai,Quasi sempre,Sì,No,Sì,Occasionalmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Genitori,36.0,No,999,Tra 1 e 2 litri,A volte,96.0,No,No,Non so cucinare,Sì,"Quando ho finito le superiori,Per la mia forma fisica,Per lo sport",19,9.0,11.0,2.0,14.0,14.0,1.0,10.0,5.0,1.0,5.0,0.0,3.0,5.0,5.0,2.0,6.0,10.0,3.0,0,1,2,0,-8.18362047269044,-2.1428571428571423
Femmina,28.0,Con un partner,Citta,Sud Africa,999,Laurea magistrale,Lavoratore a tempo pieno,200.0,54.0,Tra le 23 e l'1,7-8 ore,100.0,No,999,999,Sì,Leggere,Occasionalmente,No,0.0,7.0,0.0,0.0,100.0,Sì,6.0,89.0,No,Più di 5 km,"metro,piedi",No,Quasi mai,Quasi sempre,Sì,Semi-vegetariano (mangi il pesce),Sì,Abitualmente,Scelte personali,A volte,999,Io,20.0,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,81.0,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",21,14.0,14.0,14.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,2,2,1.3218267837317765,4.5
Femmina,32.0,Con un partner,Metropoli  ,Canada,999,Laurea magistrale,Lavoratore a tempo pieno,101.0,84.0,Prima delle 23,7-8 ore,96.0,No,999,999,Sì,Leggere,Occasionalmente,No,1.0,0.0,0.0,0.0,100.0,Sì,4.0,69.0,No,Più di 5 km,auto,No,Quasi mai,A volte,Sì,Semi-vegetariano (mangi il pesce),Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti,Allergeni",Io,70.0,No,999,Più di 2 litri,Quasi mai,100.0,No,Sì,Spesso,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",32,14.0,4.0,9.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2,1,0,2,1.8898051898359274,3.3571428571428577
Femmina,21.0,Genitori/genitore,Paese ,Stati Uniti d'America,999,Laurea triennale,"Studente,Lavoratore part time",111.0,100.0,Tra le 23 e l'1,6-7 ore,79.0,No,999,999,No,999,999,No,0.0,1.0,2.0,0.0,96.0,Sì,5.0,50.0,No,Meno di 1 km,auto,Sì,Raramente,Quasi sempre,Sì,No,Sì,Abitualmente,Necessità mediche,No,999,Io,0.0,Sì,"Colazione,Pranzo",Più di 2 litri,Spesso,85.0,No,Sì,Raramente,Sì,Per necessità mediche,21,7.0,13.0,3.0,12.0,5.0,0.0,2.0,3.0,0.0,0.0,3.0,4.0,1.0,7.0,7.0,14.0,10.0,4.0,1,3,2,4,-7.371649707685615,2.571428571428571
